<DATE>,<OPEN>,<HIGH>,<LOW>,<CLOSE>
08/11/2018,116270,116300,116200,116220
08/11/2018,116210,116250,116200,116210
08/11/2018,116200,116230,116160,116230
08/11/2018,116230,116270,116210,116250
08/11/2018,116260,116260,116210,116210
08/11/2018,116210,116220,116170,116220
08/11/2018,116200,116260,116160,116260
08/11/2018,116260,116270,116210,116260
08/11/2018,116260,116270,116190,116210
08/11/2018,116210,116250,116180,116240
08/11/2018,116240,116250,116160,116200
08/11/2018,116210,116260,116180,116210
08/11/2018,116200,116200,116030,116070
08/11/2018,116060,116110,116040,116070
08/11/2018,116060,116070,115960,115970
08/11/2018,115980,116020,115950,116020
08/11/2018,116020,116060,115980,115980
08/11/2018,115990,116080,115980,116050
08/11/2018,116060,116100,116050,116090
08/11/2018,116100,116130,116050,116110
08/11/2018,116110,116120,115990,116000
08/11/2018,116010,116040,115910,115930
08/11/2018,115940,115960,115890,115940
08/11/2018,115930,115960,115890,115960
08/11/2018,115950,115980,115940,115950
08/11/2018,115940,115980,115940,115950
08/11/2018,115940,115980,115900,115970
08/11/2018,115960,116030,115920,116010
08/11/2018,116010,116020,115950,115950
08/11/2018,115950,115990,115920,115970
08/11/2018,115960,115970,115880,115940
08/11/2018,115950,115960,115860,115860
08/11/2018,115860,115910,115830,115870
08/11/2018,115870,115930,115860,115880
08/11/2018,115870,115900,115850,115880
08/11/2018,115880,115930,115850,115860
08/11/2018,115860,115870,115770,115780
08/11/2018,115770,115850,115760,115840
08/11/2018,115840,115850,115740,115780
08/11/2018,115770,115790,115730,115750
08/11/2018,115750,115790,115710,115770
08/11/2018,115770,115780,115650,115690
08/11/2018,115700,115710,115590,115650
08/11/2018,115640,115700,115620,115670
08/11/2018,115670,115710,115600,115630
08/11/2018,115640,115680,115480,115500
08/11/2018,115490,115520,115430,115490
08/11/2018,115490,115580,115470,115550
08/11/2018,115550,115640,115540,115610
08/11/2018,115600,115620,115590,115600
08/11/2018,115600,115600,115560,115590
08/11/2018,115570,115630,115550,115620
08/11/2018,115620,115690,115620,115630
08/11/2018,115630,115660,115630,115640
08/11/2018,115630,115640,115600,115630
08/11/2018,115630,115660,115590,115660
08/11/2018,115660,115730,115640,115720
08/11/2018,115730,115740,115670,115690
08/11/2018,115690,115690,115650,115680
08/11/2018,115680,115730,115670,115710
08/11/2018,115690,115720,115680,115720
08/11/2018,115730,115730,115670,115710
08/11/2018,115710,115760,115680,115680
08/11/2018,115680,115760,115680,115740
08/11/2018,115740,115740,115680,115690
08/11/2018,115690,115690,115640,115650
08/11/2018,115650,115700,115600,115680
08/11/2018,115680,115700,115610,115610
08/11/2018,115620,115640,115570,115580
08/11/2018,115590,115600,115570,115570
08/11/2018,115570,115580,115530,115560
08/11/2018,115560,115590,115540,115590
08/11/2018,115580,115590,115500,115510
08/11/2018,115510,115600,115510,115600
08/11/2018,115600,115620,115570,115600
08/11/2018,115590,115610,115550,115570
08/11/2018,115570,115600,115550,115600
08/11/2018,115600,115640,115590,115610
08/11/2018,115600,115640,115590,115590
08/11/2018,115580,115590,115550,115570
08/11/2018,115570,115600,115550,115550
08/11/2018,115550,115670,115540,115660
08/11/2018,115660,115690,115640,115640
08/11/2018,115630,115670,115630,115640
08/11/2018,115640,115680,115620,115650
08/11/2018,115650,115650,115540,115560
08/11/2018,115560,115590,115550,115550
08/11/2018,115550,115590,115500,115570
08/11/2018,115550,115600,115550,115590
08/11/2018,115590,115600,115540,115600
08/11/2018,115600,115740,115600,115730
08/11/2018,115720,115740,115670,115680
08/11/2018,115680,115680,115470,115510
08/11/2018,115510,115540,115500,115500
08/11/2018,115500,115590,115490,115590
08/11/2018,115590,115610,115570,115610
08/11/2018,115610,115630,115570,115610
08/11/2018,115610,115620,115530,115540
08/11/2018,115540,115540,115480,115500
08/11/2018,115500,115550,115500,115530
08/11/2018,115540,115550,115520,115520
08/11/2018,115530,115550,115510,115550
08/11/2018,115540,115580,115480,115480
08/11/2018,115480,115480,115270,115380
08/11/2018,115370,115380,115320,115320
08/11/2018,115320,115440,115320,115430
08/11/2018,115440,115450,115380,115440
08/11/2018,115440,115440,115410,115420
08/11/2018,115420,115440,115420,115430
08/11/2018,115430,115470,115420,115420
08/11/2018,115420,115460,115410,115410
08/11/2018,115410,115440,115370,115390
08/11/2018,115390,115430,115370,115390
08/11/2018,115390,115390,115270,115340
08/11/2018,115350,115360,115250,115280
08/11/2018,115280,115330,115260,115300
08/11/2018,115300,115300,115240,115270
08/11/2018,115270,115320,115270,115320
08/11/2018,115310,115330,115300,115320
08/11/2018,115330,115340,115300,115320
08/11/2018,115330,115350,115310,115340
08/11/2018,115340,115340,115280,115310
08/11/2018,115300,115330,115270,115310
08/11/2018,115320,115390,115310,115370
08/11/2018,115370,115410,115360,115380
08/11/2018,115370,115380,115280,115290
08/11/2018,115300,115360,115290,115340
08/11/2018,115330,115390,115320,115380
08/11/2018,115370,115430,115370,115410
08/11/2018,115400,115420,115370,115370
08/11/2018,115360,115370,115320,115330
08/11/2018,115320,115350,115210,115230
08/11/2018,115240,115260,115200,115240
08/11/2018,115240,115330,115200,115310
08/11/2018,115310,115330,115300,115320
08/11/2018,115310,115320,115280,115300
08/11/2018,115290,115290,115250,115270
08/11/2018,115260,115290,115200,115290
08/11/2018,115280,115300,115270,115300
08/11/2018,115290,115300,115200,115220
08/11/2018,115220,115290,115200,115290
08/11/2018,115300,115300,115220,115230
08/11/2018,115220,115240,115210,115210
08/11/2018,115220,115230,115050,115100
08/11/2018,115110,115140,115080,115090
08/11/2018,115100,115110,115070,115070
08/11/2018,115080,115140,115080,115120
08/11/2018,115110,115140,115060,115110
08/11/2018,115110,115120,115100,115100
08/11/2018,115110,115120,115070,115090
08/11/2018,115090,115110,115010,115010
08/11/2018,115020,115060,115010,115020
08/11/2018,115010,115080,115010,115080
08/11/2018,115080,115110,115060,115100
08/11/2018,115100,115110,115090,115110
08/11/2018,115120,115130,115070,115100
08/11/2018,115090,115130,115060,115060
08/11/2018,115080,115130,115040,115120
08/11/2018,115120,115190,115120,115170
08/11/2018,115170,115180,115130,115180
08/11/2018,115180,115200,115150,115200
08/11/2018,115180,115290,115170,115270
08/11/2018,115270,115370,115250,115370
08/11/2018,115360,115400,115320,115350
08/11/2018,115340,115370,115300,115320
08/11/2018,115320,115380,115320,115330
08/11/2018,115340,115390,115320,115390
08/11/2018,115370,115390,115310,115330
08/11/2018,115320,115330,115310,115320
08/11/2018,115320,115320,115280,115300
08/11/2018,115310,115350,115290,115330
08/11/2018,115320,115330,115300,115320
08/11/2018,115320,115320,115240,115250
08/11/2018,115240,115310,115230,115280
08/11/2018,115270,115290,115270,115280
08/11/2018,115280,115290,115270,115290
08/11/2018,115280,115320,115270,115280
08/11/2018,115270,115270,115220,115220
08/11/2018,115220,115240,115210,115240
08/11/2018,115230,115280,115230,115280
08/11/2018,115280,115280,115220,115240
08/11/2018,115230,115240,115210,115220
08/11/2018,115220,115250,115170,115230
08/11/2018,115230,115230,115150,115190
08/11/2018,115190,115250,115140,115230
08/11/2018,115220,115260,115210,115230
08/11/2018,115240,115250,115210,115220
08/11/2018,115210,115260,115170,115250
08/11/2018,115250,115250,115210,115250
08/11/2018,115260,115280,115220,115260
08/11/2018,115270,115290,115220,115240
08/11/2018,115230,115260,115230,115240
08/11/2018,115230,115250,115220,115230
08/11/2018,115220,115260,115220,115230
08/11/2018,115230,115280,115230,115270
08/11/2018,115260,115330,115260,115320
08/11/2018,115330,115370,115320,115340
08/11/2018,115330,115370,115310,115370
08/11/2018,115370,115390,115330,115350
08/11/2018,115330,115360,115320,115330
08/11/2018,115340,115350,115320,115340
08/11/2018,115330,115370,115310,115330
08/11/2018,115330,115350,115290,115300
08/11/2018,115300,115320,115250,115250
08/11/2018,115250,115260,115190,115240
08/11/2018,115230,115260,115200,115250
08/11/2018,115240,115270,115230,115250
08/11/2018,115250,115310,115230,115310
08/11/2018,115320,115340,115290,115320
08/11/2018,115320,115320,115280,115280
08/11/2018,115290,115310,115260,115310
08/11/2018,115290,115350,115290,115300
08/11/2018,115300,115350,115290,115310
08/11/2018,115310,115330,115300,115310
08/11/2018,115310,115340,115310,115310
08/11/2018,115320,115330,115310,115320
08/11/2018,115310,115340,115290,115310
08/11/2018,115310,115320,115260,115280
08/11/2018,115270,115290,115250,115260
08/11/2018,115270,115280,115240,115250
08/11/2018,115250,115260,115210,115210
08/11/2018,115220,115220,115170,115190
08/11/2018,115200,115260,115180,115250
08/11/2018,115260,115280,115250,115280
08/11/2018,115270,115280,115240,115260
08/11/2018,115270,115320,115270,115310
08/11/2018,115310,115320,115220,115240
08/11/2018,115240,115310,115220,115290
08/11/2018,115290,115330,115270,115300
08/11/2018,115300,115330,115290,115290
08/11/2018,115300,115310,115250,115250
08/11/2018,115250,115280,115240,115280
08/11/2018,115260,115290,115260,115270
08/11/2018,115280,115280,115240,115240
08/11/2018,115250,115250,115210,115210
08/11/2018,115220,115260,115200,115240
08/11/2018,115230,115290,115230,115280
08/11/2018,115290,115290,115230,115270
08/11/2018,115260,115320,115260,115300
08/11/2018,115300,115330,115290,115300
08/11/2018,115310,115330,115270,115330
08/11/2018,115330,115340,115290,115300
08/11/2018,115290,115310,115270,115290
08/11/2018,115290,115300,115250,115260
08/11/2018,115270,115280,115230,115230
08/11/2018,115230,115260,115230,115260
08/11/2018,115250,115270,115230,115270
08/11/2018,115270,115300,115240,115290
08/11/2018,115290,115300,115230,115230
08/11/2018,115230,115250,115230,115250
08/11/2018,115250,115250,115210,115230
08/11/2018,115220,115230,115200,115200
08/11/2018,115200,115250,115180,115250
08/11/2018,115250,115280,115200,115220
08/11/2018,115220,115220,115100,115130
08/11/2018,115120,115170,115120,115150
08/11/2018,115150,115200,115130,115170
08/11/2018,115160,115190,115160,115180
08/11/2018,115190,115210,115160,115160
08/11/2018,115180,115190,115130,115170
08/11/2018,115170,115180,115130,115160
08/11/2018,115150,115170,115140,115160
08/11/2018,115170,115180,115160,115160
08/11/2018,115150,115210,115150,115200
08/11/2018,115200,115230,115200,115210
08/11/2018,115210,115220,115200,115210
08/11/2018,115200,115250,115200,115230
08/11/2018,115230,115240,115230,115240
08/11/2018,115240,115270,115230,115260
08/11/2018,115260,115270,115240,115260
08/11/2018,115270,115270,115250,115260
08/11/2018,115260,115310,115260,115280
08/11/2018,115290,115300,115250,115290
08/11/2018,115280,115360,115270,115360
08/11/2018,115360,115360,115300,115320
08/11/2018,115310,115350,115310,115330
08/11/2018,115340,115370,115310,115360
08/11/2018,115370,115370,115300,115310
08/11/2018,115320,115350,115310,115340
08/11/2018,115350,115380,115320,115320
08/11/2018,115330,115370,115300,115350
08/11/2018,115330,115440,115320,115430
08/11/2018,115430,115440,115310,115340
08/11/2018,115330,115370,115290,115310
08/11/2018,115320,115390,115320,115370
08/11/2018,115360,115360,115330,115340
08/11/2018,115350,115360,115340,115350
08/11/2018,115360,115360,115330,115340
08/11/2018,115340,115340,115310,115330
08/11/2018,115330,115380,115320,115380
08/11/2018,115380,115390,115370,115380
08/11/2018,115390,115410,115350,115400
08/11/2018,115400,115430,115380,115390
08/11/2018,115370,115420,115360,115390
08/11/2018,115400,115500,115400,115430
08/11/2018,115430,115460,115420,115430
08/11/2018,115440,115470,115430,115440
08/11/2018,115450,115480,115430,115460
08/11/2018,115460,115460,115350,115360
08/11/2018,115360,115390,115320,115360
08/11/2018,115350,115380,115330,115380
08/11/2018,115370,115390,115360,115360
08/11/2018,115360,115370,115340,115350
08/11/2018,115350,115450,115350,115430
08/11/2018,115420,115430,115400,115410
08/11/2018,115400,115420,115370,115400
08/11/2018,115390,115440,115370,115430
08/11/2018,115440,115490,115420,115460
08/11/2018,115450,115500,115400,115420
08/11/2018,115420,115480,115410,115420
08/11/2018,115440,115450,115250,115290
08/11/2018,115290,115310,115250,115280
08/11/2018,115280,115360,115250,115350
08/11/2018,115340,115400,115290,115370
08/11/2018,115380,115420,115360,115390
08/11/2018,115400,115570,115390,115560
08/11/2018,115560,115600,115520,115560
08/11/2018,115550,115770,115550,115750
08/11/2018,115730,115810,115660,115780
08/11/2018,115780,115840,115760,115820
08/11/2018,115820,115860,115780,115790
08/11/2018,115800,115820,115730,115750
08/11/2018,115760,115770,115720,115770
08/11/2018,115760,115820,115760,115810
08/11/2018,115810,115820,115740,115740
08/11/2018,115740,115850,115740,115850
08/11/2018,115840,115960,115820,115920
08/11/2018,115930,115930,115780,115800
08/11/2018,115810,115850,115710,115710
08/11/2018,115730,115750,115630,115690
08/11/2018,115680,115730,115670,115720
08/11/2018,115730,115740,115700,115700
08/11/2018,115710,115790,115710,115770
08/11/2018,115760,115780,115650,115650
08/11/2018,115650,115670,115600,115610
08/11/2018,115610,115620,115550,115600
08/11/2018,115600,115610,115570,115590
08/11/2018,115590,115600,115550,115560
08/11/2018,115550,115570,115510,115540
08/11/2018,115530,115550,115500,115540
08/11/2018,115540,115640,115540,115620
08/11/2018,115620,115670,115600,115610
08/11/2018,115610,115640,115580,115590
08/11/2018,115590,115620,115570,115580
08/11/2018,115570,115570,115480,115560
08/11/2018,115560,115560,115440,115460
08/11/2018,115450,115510,115400,115490
08/11/2018,115490,115510,115440,115510
08/11/2018,115490,115500,115440,115450
08/11/2018,115440,115470,115410,115470
08/11/2018,115470,115480,115410,115420
08/11/2018,115430,115440,115380,115420
08/11/2018,115430,115450,115390,115440
08/11/2018,115420,115440,115360,115360
08/11/2018,115380,115380,115180,115200
08/11/2018,115210,115290,115180,115260
08/11/2018,115270,115320,115230,115320
08/11/2018,115320,115350,115290,115350
08/11/2018,115340,115370,115300,115360
08/11/2018,115370,115400,115270,115310
08/11/2018,115300,115320,115280,115300
08/11/2018,115280,115290,115010,115020
08/11/2018,115020,115080,114960,115080
08/11/2018,115060,115090,115040,115080
08/11/2018,115080,115180,115070,115140
08/11/2018,115120,115180,115100,115120
08/11/2018,115130,115150,115030,115030
08/11/2018,115030,115050,114930,115000
08/11/2018,115000,115150,115000,115080
08/11/2018,115080,115100,115040,115070
08/11/2018,115070,115080,114950,115000
08/11/2018,115000,115010,114940,114990
08/11/2018,114980,115030,114980,114980
08/11/2018,114980,115000,114970,115000
08/11/2018,115000,115090,115000,115090
08/11/2018,115080,115130,115060,115070
08/11/2018,115060,115140,115060,115120
08/11/2018,115130,115130,115070,115100
08/11/2018,115100,115120,115030,115050
08/11/2018,115030,115080,115020,115060
08/11/2018,115060,115130,115050,115130
08/11/2018,115120,115190,115100,115180
08/11/2018,115190,115240,115050,115170
08/11/2018,115150,115320,115140,115270
08/11/2018,115280,115340,115230,115340
08/11/2018,115330,115340,115260,115260
08/11/2018,115260,115350,115250,115330
08/11/2018,115320,115340,115230,115250
08/11/2018,115250,115290,115230,115290
08/11/2018,115290,115330,115270,115310
08/11/2018,115310,115320,115250,115270
08/11/2018,115270,115300,115240,115250
08/11/2018,115240,115260,115220,115250
08/11/2018,115250,115250,115150,115160
08/11/2018,115180,115230,115170,115210
08/11/2018,115230,115230,115170,115220
08/11/2018,115210,115250,115190,115210
08/11/2018,115220,115230,115170,115170
08/11/2018,115180,115200,115160,115160
08/11/2018,115170,115180,115130,115150
08/11/2018,115150,115200,115140,115160
08/11/2018,115150,115170,115080,115170
08/11/2018,115170,115210,115160,115190
08/11/2018,115180,115210,115150,115160
08/11/2018,115140,115190,115120,115160
08/11/2018,115160,115200,115140,115190
08/11/2018,115180,115190,115130,115140
08/11/2018,115140,115190,115130,115190
08/11/2018,115190,115190,115140,115180
08/11/2018,115180,115190,115170,115180
08/11/2018,115190,115200,115170,115190
08/11/2018,115190,115260,115190,115230
08/11/2018,115230,115270,115230,115270
08/11/2018,115270,115270,115200,115220
08/11/2018,115210,115210,115160,115160
08/11/2018,115150,115150,115060,115070
08/11/2018,115080,115100,115060,115060
08/11/2018,115060,115090,115010,115070
08/11/2018,115080,115100,115040,115090
08/11/2018,115100,115120,115060,115070
08/11/2018,115060,115070,114990,115010
08/11/2018,115000,115050,114990,115020
08/11/2018,115010,115030,114980,114980
08/11/2018,114980,115010,114970,115000
08/11/2018,115000,115000,114980,114990
08/11/2018,114970,115020,114960,115000
08/11/2018,114990,115010,114980,115000
08/11/2018,115000,115020,114990,115000
08/11/2018,115000,115030,114990,115030
08/11/2018,115020,115030,115000,115020
08/11/2018,115010,115010,115000,115000
08/11/2018,114990,115020,114970,114990
08/11/2018,114990,115000,114970,114980
08/11/2018,114980,114990,114850,114880
08/11/2018,114880,114910,114870,114910
08/11/2018,114910,114930,114910,114920
08/11/2018,114920,114920,114900,114900
08/11/2018,114900,114950,114900,114940
08/11/2018,114930,114950,114910,114930
08/11/2018,114920,114960,114920,114960
08/11/2018,114950,114970,114940,114940
08/11/2018,114930,114970,114930,114950
08/11/2018,114970,114970,114900,114920
08/11/2018,114930,114960,114910,114920
08/11/2018,114910,114930,114910,114930
08/11/2018,114920,114960,114920,114940
08/11/2018,114920,114940,114910,114920
08/11/2018,114930,114940,114850,114860
08/11/2018,114860,114860,114770,114820
08/11/2018,114820,114880,114810,114870
08/11/2018,114880,114890,114860,114860
08/11/2018,114860,114880,114840,114860
08/11/2018,114860,114870,114820,114820
08/11/2018,114810,114820,114780,114810
08/11/2018,114810,114830,114790,114810
08/11/2018,114810,114870,114810,114820
08/11/2018,114820,114860,114820,114850
08/11/2018,114850,114850,114820,114830
08/11/2018,114820,114830,114690,114730
08/11/2018,114730,114730,114610,114650
08/11/2018,114640,114680,114610,114680
08/11/2018,114690,114690,114630,114640
08/11/2018,114630,114650,114560,114570
08/11/2018,114570,114590,114540,114580
08/11/2018,114580,114640,114580,114640
08/11/2018,114620,114650,114600,114620
08/11/2018,114630,114640,114580,114590
08/11/2018,114580,114600,114560,114580
08/11/2018,114570,114580,114510,114570
08/11/2018,114560,114580,114520,114560
08/11/2018,114550,114600,114520,114580
08/11/2018,114590,114610,114560,114560
08/11/2018,114570,114620,114560,114610
08/11/2018,114610,114610,114560,114590
08/11/2018,114600,114620,114580,114610
08/11/2018,114620,114670,114620,114670
08/11/2018,114670,114680,114650,114660
08/11/2018,114670,114680,114640,114670
08/11/2018,114660,114680,114650,114670
08/11/2018,114660,114700,114650,114700
08/11/2018,114680,114690,114660,114660
08/11/2018,114650,114690,114650,114660
08/11/2018,114650,114680,114640,114650
08/11/2018,114650,114660,114640,114640
08/11/2018,114640,114660,114620,114660
08/11/2018,114660,114670,114640,114660
08/11/2018,114660,114660,114610,114630
08/11/2018,114630,114630,114590,114610
08/11/2018,114610,114610,114600,114610
08/11/2018,114620,114690,114610,114680
08/11/2018,114680,114700,114670,114700
08/11/2018,114700,114700,114620,114630
08/11/2018,114620,114650,114570,114570
08/11/2018,114570,114630,114570,114590
08/11/2018,114600,114600,114510,114530
08/11/2018,114530,114590,114530,114580
08/11/2018,114580,114580,114550,114560
08/11/2018,114560,114580,114530,114580
08/11/2018,114570,114600,114570,114580
08/11/2018,114600,114610,114580,114590
08/11/2018,114580,114600,114570,114590
08/11/2018,114590,114630,114590,114610
08/11/2018,114600,114630,114600,114600
08/11/2018,114600,114600,114570,114600
08/11/2018,114570,114600,114570,114580
08/11/2018,114580,114580,114560,114570
08/11/2018,114560,114570,114550,114560
08/11/2018,114570,114600,114550,114600
08/11/2018,114600,114600,114540,114550
08/11/2018,114550,114610,114550,114590
08/11/2018,114580,114590,114540,114560
08/11/2018,114560,114560,114230,114320
08/11/2018,114320,114360,114290,114320
08/11/2018,114300,114380,114250,114380
08/11/2018,114380,114410,114350,114380
08/11/2018,114390,114390,114320,114350
08/11/2018,114360,114370,114320,114350
08/11/2018,114350,114400,114350,114350
08/11/2018,114350,114380,114300,114330
08/11/2018,114330,114380,114300,114310
08/11/2018,114300,114350,114270,114320
08/11/2018,114320,114340,114290,114310
08/11/2018,114320,114350,114290,114340
08/11/2018,114320,114350,114310,114310
08/11/2018,114310,114380,114310,114360
08/11/2018,114360,114400,114310,114360
08/11/2018,114350,114360,114270,114300
08/11/2018,114300,114330,114280,114310
08/11/2018,114300,114300,114200,114230
08/11/2018,114220,114240,114160,114240
08/11/2018,114240,114300,114230,114280
08/11/2018,114290,114310,114260,114290
08/11/2018,114300,114310,114270,114300
08/11/2018,114310,114340,114300,114310
08/11/2018,114300,114320,114300,114300
08/11/2018,114300,114300,114240,114280
08/11/2018,114280,114330,114270,114320
08/11/2018,114330,114330,114260,114280
08/11/2018,114290,114290,114240,114270
08/11/2018,114270,114270,114240,114270
08/11/2018,114280,114300,114270,114280
08/11/2018,114280,114320,114270,114300
08/11/2018,114300,114320,114300,114310
08/11/2018,114300,114300,114220,114240
08/11/2018,114260,114280,114260,114280
08/11/2018,114270,114310,114270,114300
08/11/2018,114300,114300,114280,114290
08/11/2018,114290,114300,114290,114290
08/11/2018,114290,114300,114280,114300
08/11/2018,114300,114310,114270,114280
08/11/2018,114280,114300,114270,114300
08/11/2018,114300,114330,114290,114310
08/11/2018,114330,114340,114310,114340
08/11/2018,114340,114380,114320,114370
08/11/2018,114370,114380,114360,114380
08/11/2018,114380,114380,114360,114370
08/11/2018,114380,114470,114380,114450
08/11/2018,114440,114480,114400,114450
08/11/2018,114440,114450,114410,114440
08/11/2018,114420,114450,114370,114370
08/11/2018,114370,114400,114250,114280
08/11/2018,114270,114280,114180,114270
08/11/2018,114270,114320,114240,114260
08/11/2018,114270,114290,114190,114200
08/11/2018,114200,114300,114180,114290
08/11/2018,114290,114390,114280,114380
08/11/2018,114380,114460,114380,114450
08/11/2018,114460,114460,114350,114380
08/11/2018,114370,114390,114350,114370
08/11/2018,114380,114380,114340,114360
08/11/2018,114350,114350,114260,114260
08/11/2018,114270,114280,114240,114260
08/11/2018,114270,114360,114260,114290
08/11/2018,114310,114350,114300,114350
08/11/2018,114350,114360,114300,114300
08/11/2018,114300,114320,114250,114260
08/11/2018,114260,114270,114220,114250
08/11/2018,114250,114310,114250,114300
08/11/2018,114300,114330,114260,114290
08/11/2018,114280,114330,114270,114330
08/11/2018,114310,114350,114300,114310
08/11/2018,114300,114310,114270,114270
08/11/2018,114260,114290,114240,114260
08/11/2018,114280,114280,114190,114210
08/11/2018,114210,114230,114200,114220
08/11/2018,114230,114250,114220,114230
08/11/2018,114220,114230,114200,114230
08/11/2018,114230,114250,114220,114230
08/11/2018,114240,114260,114230,114260
08/11/2018,114250,114250,114180,114230
08/11/2018,114230,114260,114190,114250
08/11/2018,114240,114250,114050,114110
08/11/2018,114110,114150,114060,114070
08/11/2018,114080,114130,114050,114110
08/11/2018,114110,114130,114080,114090
08/11/2018,114080,114100,114050,114080
08/11/2018,114080,114090,114070,114080
08/11/2018,114070,114090,113960,113980
08/11/2018,113990,114010,113900,113940
08/11/2018,113950,113980,113920,113960
08/11/2018,113960,114010,113950,114000
08/11/2018,114000,114000,113920,113960
08/11/2018,113950,114000,113900,113910
08/11/2018,113910,113960,113900,113940
08/11/2018,113940,114020,113940,113980
08/11/2018,113990,114000,113960,113990
08/11/2018,113980,114020,113970,113990
08/11/2018,113990,114010,113910,113910
08/11/2018,113930,113960,113910,113950
08/11/2018,113940,114000,113940,114000
08/11/2018,114000,114010,113950,114000
08/11/2018,113990,113990,113950,113970
08/11/2018,113960,114000,113960,113990
08/11/2018,113990,114000,113910,113930
08/11/2018,113940,113970,113940,113950
08/11/2018,113970,113970,113850,113890
08/11/2018,113890,113910,113860,113870
08/11/2018,113870,113910,113820,113890
08/11/2018,113880,113880,113750,113800
08/11/2018,113800,113820,113750,113800
08/11/2018,113800,113870,113800,113820
08/11/2018,113820,113840,113780,113790
08/11/2018,113800,113890,113790,113860
08/11/2018,113860,113940,113860,113940
08/11/2018,113930,114010,113930,113990
08/11/2018,114000,114010,113970,113970
08/11/2018,113960,113980,113900,113970
08/11/2018,113980,113980,113920,113920
08/11/2018,113910,113910,113830,113860
08/11/2018,113860,113930,113840,113910
08/11/2018,113910,113950,113910,113940
08/11/2018,113940,113950,113890,113900
08/11/2018,113890,113940,113880,113920
08/11/2018,113920,113930,113850,113850
08/11/2018,113860,113890,113840,113870
08/11/2018,113870,113870,113830,113860
08/11/2018,113870,113900,113860,113880
08/11/2018,113880,113890,113830,113840
08/11/2018,113850,113850,113720,113760
08/11/2018,113750,113750,113710,113720
08/11/2018,113750,113750,113550,113590
08/11/2018,113590,113630,113570,113590
08/11/2018,113580,113620,113530,113620
08/11/2018,113620,113670,113610,113650
08/11/2018,113640,113650,113600,113640
08/11/2018,113640,113670,113610,113670
08/11/2018,113660,113680,113620,113620
08/11/2018,113610,113630,113580,113620
08/11/2018,113630,113650,113580,113650
08/11/2018,113630,113690,113630,113670
08/11/2018,113670,113680,113630,113650
08/11/2018,113650,113670,113630,113660
08/11/2018,113670,113670,113620,113630
08/11/2018,113630,113680,113630,113650
08/11/2018,113650,113710,113650,113660
08/11/2018,113680,113700,113650,113690
08/11/2018,113700,113710,113680,113710
08/11/2018,113710,113730,113670,113730
08/11/2018,113730,113760,113700,113740
08/11/2018,113740,113770,113660,113680
08/11/2018,113680,113690,113630,113640
08/11/2018,113650,113690,113640,113690
08/11/2018,113690,113700,113670,113680
08/11/2018,113690,113750,113660,113710
08/11/2018,113720,113830,113720,113800
08/11/2018,113810,113870,113810,113860
08/11/2018,113870,113880,113710,113780
10/12/2018,114440,114850,114000,114620
10/12/2018,114600,114860,114500,114660
10/12/2018,114660,114750,114560,114630
10/12/2018,114630,114640,114570,114620
10/12/2018,114620,114650,114600,114650
10/12/2018,114640,114760,114610,114680
10/12/2018,114690,114720,114610,114620
10/12/2018,114620,114640,114600,114620
10/12/2018,114620,114670,114610,114630
10/12/2018,114640,114650,114600,114650
10/12/2018,114650,114790,114620,114750
10/12/2018,114760,114810,114650,114780
10/12/2018,114780,114800,114710,114710
10/12/2018,114720,114800,114690,114780
10/12/2018,114770,114790,114690,114710
10/12/2018,114710,114740,114650,114660
10/12/2018,114660,114720,114620,114710
10/12/2018,114720,114730,114690,114720
10/12/2018,114720,114810,114710,114760
10/12/2018,114750,114830,114700,114830
10/12/2018,114830,114890,114790,114810
10/12/2018,114810,114840,114790,114800
10/12/2018,114800,114830,114780,114800
10/12/2018,114790,114820,114760,114770
10/12/2018,114770,114810,114750,114790
10/12/2018,114810,114840,114770,114810
10/12/2018,114810,114840,114780,114840
10/12/2018,114840,114880,114790,114790
10/12/2018,114790,114820,114740,114750
10/12/2018,114750,114790,114740,114770
10/12/2018,114780,114840,114760,114820
10/12/2018,114820,114830,114760,114790
10/12/2018,114790,114840,114780,114830
10/12/2018,114840,114890,114830,114840
10/12/2018,114850,114850,114810,114830
10/12/2018,114830,114870,114790,114800
10/12/2018,114790,114830,114790,114820
10/12/2018,114810,114890,114810,114880
10/12/2018,114870,114930,114870,114900
10/12/2018,114890,114960,114860,114870
10/12/2018,114880,114900,114820,114850
10/12/2018,114860,114920,114850,114910
10/12/2018,114920,114990,114900,114970
10/12/2018,114980,115050,114940,114950
10/12/2018,114940,115040,114930,115010
10/12/2018,115020,115030,114970,115000
10/12/2018,115010,115040,114990,115040
10/12/2018,115040,115050,114950,114980
10/12/2018,114970,115130,114970,115120
10/12/2018,115120,115210,115100,115140
10/12/2018,115140,115160,115060,115080
10/12/2018,115070,115120,115050,115120
10/12/2018,115120,115130,115040,115060
10/12/2018,115060,115070,115020,115040
10/12/2018,115040,115090,114910,115040
10/12/2018,115040,115060,114920,114960
10/12/2018,114970,114970,114920,114950
10/12/2018,114950,115090,114950,115090
10/12/2018,115080,115110,114990,115000
10/12/2018,115000,115010,114940,114990
10/12/2018,114980,115080,114930,114980
10/12/2018,114980,115000,114870,114950
10/12/2018,114950,115280,114910,115200
10/12/2018,115180,115210,115140,115210
10/12/2018,115220,115320,115220,115300
10/12/2018,115310,115380,115240,115320
10/12/2018,115330,115350,115270,115310
10/12/2018,115320,115360,115280,115340
